BATCH_ID,ASSET_ID,TITLE,AUTHOR,DATE,PUBLICATION,DOCUMENT_TYPE,PAGE_COUNT,REVIEW_STATUS
B03,HFM-A000192,413-天突穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000193,414-条口穴用于肩关节周围炎治疗的起源初探 (1),UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000194,415-郄穴治疗经脉和脏腑顽固性疾病的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000195,416-近年大椎穴临床研究概况,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000196,417-膝关节相关腧穴定位考析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000197,419-“缪剌”与“巨刺”之浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000198,42-《针灸甲乙经》治疗头痛的特点分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000199,420-疏肝调神针刺法治疗奔豚气案,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000200,421-百会穴临床应用概述,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000201,422-中医古籍校勘的新思考与新探索,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000202,423-中医古籍校勘的新思考与新探索(续),UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000203,424-浅析手三里穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000204,425-天枢穴古今临床应用探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000205,426-化脓灸法临床应用与研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000206,427-论针刺深浅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000207,428-气海穴基础研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000208,429-金门穴的特点与应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000210,431-百会穴临床应用概况,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000211,432-应用上巨虚穴调节胃肠功能的理论探讨,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000212,433-浅析针刺神阙穴的可行性,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000213,434-下关穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000214,435-手三里穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000215,437-针刺关元、曲骨、行间等穴对慢性非菌性前列腺炎大鼠TNF-α、IL-2的影响,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000216,438-肺俞穴的功效,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000217,44-《针灸甲乙经》的理论框架探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000218,440-脱疽源流考略,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000219,441-基于古代文献浅析手少阴心经与手厥阴心包经的联系,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000220,442-《医心方》引《诸病源候论》同义替换现象举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,8,AUTO_EXTRACTED
B03,HFM-A000221,443-浅谈涌泉穴的主治病证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000222,444-对少数经穴定位不一之商榷,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000223,445-_心胀_探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000224,446-针刺神门穴对心脏功能影响研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000225,447-基于经典文献整理的针刺治疗腰痛选穴研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000226,448-关于_穴位_一词英文翻译的看法,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000227,449-基于文献研究的肾性水肿思路探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000228,45-浅论《针灸甲乙经》对特定穴的贡献,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000229,450-试论腧穴体内属性,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000230,451-手三里,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000231,452-少海穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000232,457-柳氏广意派小儿推拿辨证施治小儿脑瘫,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,AUTO_EXTRACTED
B03,HFM-A000234,459-八髎穴的临床运用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000235,46-《针灸甲乙经》的针灸理论框架分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000236,460-灸疮_考辩,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000237,461-沈彤《释骨》考略,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,6,ENCRYPTED_LISTED
B03,HFM-A000238,465-志室穴在蜂针中的应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000239,466-《黄帝内经》三阴三阳关阖枢说新论,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000240,467-上星穴穴性及临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000241,468-素髎穴的现代临床应用及研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000242,469-腕踝上三寸内外侧各有一个三经交会穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000243,47-论《针灸甲乙经》配穴方法对后世的影响,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000244,470-百会穴_顶中央旋毛中_考释,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000245,471-试论胸部经穴命名与古代建筑的关系,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000246,472-瓜蒌不同入药部位的药用价值及临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000247,473-Combined+Use+of+the+Points+Shenmai+and+Zhaohai+for,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000248,475-中脘穴的古今应用与研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000249,476-经穴详解系列篇(2),UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000250,477-对分类研究《内经》文献的评析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000251,478-悬钟穴的应用及定位考证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000252,479-百会穴的临证应用与研究述要,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000253,480-神阙穴拔罐调气作用的理论认识与临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000254,481-天突穴刺法述要,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000255,482-鸠尾穴的古代文献研究,UNKNOWN,UNKNOWN,UNKNOWN,B_OCR,4,OCR_SAMPLE_REVIEW+ENCRYPTED
B03,HFM-A000256,483-关于慢性前列腺炎中医病名的两点商榷,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000257,484-四渎穴穴性辑考及临床发挥,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000259,486-中医非药物疗法急诊应用专家共识,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,6,ENCRYPTED_LISTED
B03,HFM-A000260,487-简帛踝部诊脉法发微,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000261,489-  基于古今文献和解剖数据考证箕门穴定位及其变革,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000262,49-《针灸甲乙经》腧穴主治条文勘误,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000263,490-肉瘤源流考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000264,491-浅谈中医针刺麻醉方法与应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000265,492-纵论_卫出下焦_乃《黄帝内经》本义,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000266,493-取穴方法的文献研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000267,494-高职高专《经络腧穴学》课程教学改革实践研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000268,495-探析百会穴在中风病后遗症中的临床作用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000269,496-中医中药对糖尿病足溃疡治疗进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000270,"497-基于内关治疗肩周炎解读_淫气忧思,痹聚在心_",UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000271,498-陶道穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000272,499-妙在__脐_中,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000273,5-论《针灸甲乙经》之灸法特色,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,AUTO_EXTRACTED
B03,HFM-A000274,50-《针灸甲乙经》腰痛的诊治特点探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000275,"500-地形拟名,浅洼之泽穴",UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000276,501-大巨穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000277,502-白涩症源流浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000278,503-历节病并发奔豚病的病机及证治探讨,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000279,504-基于复杂网络的智能配穴数目探讨,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000280,505-针药并用治疗慢性肾风风湿伤肾证临证经验述要,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000281,506-中医名词术语（三）,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000283,508-不乳儿乳痈的古代中医文献初探,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000284,509-《金匮要略直解》述要,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000285,51-《针灸甲乙经》的针灸理论框架研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000286,510-李顺保教授奇经八脉腧穴考证研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000287,511-“凥”、“尻”义考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000288,512-《备急千金要方校释》读后的几点商榷（二）,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000289,513-《脉经》脉诊探微,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000290,514-浅谈至阳穴治疗胸痹,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000291,515-粗针平刺身柱穴治疗肌张力增高验案举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000292,516-耳鸣耳聋从三焦经论治初探,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000293,517-中医中药治愈不孕（IVF准备期间）症验案--李祥云教授临证验案撷英,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000294,518-地仓穴定位探赜,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000295,519-风池穴治疗眼疾验案举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000296,52-《针灸甲乙经》皇甫谧序纠谬一则,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000297,520-读《黄帝内经》札记(十),UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000298,521-照海穴在五官疾病中的应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000299,522-头针疗法为主的临床应用研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000300,523-一针一灸有奇功——贺新编历史剧《皇甫谧》北京展演成功,UNKNOWN,UNKNOWN,UNKNOWN,B_OCR,1,OCR_SAMPLE_REVIEW+ENCRYPTED
B03,HFM-A000301,524-原络配穴及其现代临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000302,525-水沟穴临证运用举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000303,526-谈_张仲景见王粲_故事之真伪,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000304,527-罗灵松老中医临证经验拾贝,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000305,528-宋人增补《千金要方》内容考证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000306,529-神阙穴在急症中运用举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000308,531-头针的临床应用与研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000309,532-李平教授水沟穴治验举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000310,533-论运气_七篇大论_与《素问》的关系,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000311,534-古代文献中百会穴的记载,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000312,535-合谷配穴谈,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000313,536-《黄帝内经》论经络学说浅析(下),UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000314,537-浅析十二原穴主治作用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000315,538-宋以前中医小儿外治法发展概述,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000316,539-杨骏教授运用益气养血通络法治疗格林-巴利综合征的经验,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000317,54-《黄帝针灸甲乙经》论治妇科疾病浅释,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000318,540-点按手三里治疗急性腹痛的机制探讨,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000319,541-针药并治老年性肺炎验案一则探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000320,542-杨骏教授应用滋肾益髓法治疗亨廷顿舞蹈病经验,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000321,543-浅谈人体的阴阳五行,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000322,544-睛明穴的解剖学研究及针刺应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000323,545-略论_缪刺_与_巨刺_,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000324,546-古朝(zh(u))那县址及皇甫谧籍贯又考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000325,547-胸痹心痛的病名演变,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000326,548-针刺长强穴为主治疗神经系统疾病验案2则,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000327,549-关于髓会所在的思考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000328,55-《针灸甲乙经》中心痛的疗法特点分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000329,550-王冰次注《素问》条例简析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000330,551-浅谈人迎穴的应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000332,553-古《明堂经》考析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000333,554-瘢痕灸预防脑血管病的复发,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000334,555-完骨穴的临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000335,556-百会穴的临床应用浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000336,557-析哑门穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000337,558-穴法派的形成与发展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000338,559-独取神阙穴临床应用体会,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000339,56-浅析《针灸甲乙经》中带下病的针灸治疗,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000340,560-化脓灸疗法临床应用及研究概况,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000341,561-支沟穴的临床应用体会,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000342,563-调达全身阴阳气血之会——大椎穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000343,564-临床放血疗法举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000344,565-率然之谷解头痛,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000345,566-从郄穴论治带状疱疹急性期疼痛的思路探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000346,567-强健人体_根基_——_建里穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000347,568-关于龈交穴与上唇系带的探讨,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000348,569-肾经然谷六的效用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000349,57-《针灸甲乙经》治热病选穴规律探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000350,"570-巧用穴位,护眼养",UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000351,571-浅析环跳取穴与针刺特点,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000352,572-火针在皮肤病中的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000353,573经络和穴位是如何发现的_,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000354,574-腹结穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000355,575-_脱疽_的历史演变及现代意义,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000357,577-《灵枢·刺节真邪》古诗《凡刺痈邪勿迎陇》义证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000358,578关于胸部胃经循行与其经穴关系的思考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000359,579-风池穴临床应用研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000360,58-《针灸甲乙经》_知__纂_考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000361,581-医圣_张仲景,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000362,582-远道取穴法临床运用三则,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000363,583-以前带下病症文献整理研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000364,584-浅谈人迎穴治疗咽部疾病,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000365,585-周庆教授舌针临床经验撷要,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000366,586-从肾虚角度探究痴呆的病因病机,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000367,587-王丽平巧用率谷穴_一穴三透法_治疗不同疾病,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000368,588-三阴交穴临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000369,589-试论_经脉、络脉是同时运行的两套系统_,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000370,59-《针灸甲乙经》对咳嗽的疗法特点分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000371,590-浅谈中药的煎服方法,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000372,591-针刺中脘穴治疗胃痛83例,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000373,592-中药煎煮的正确方法与注意事项,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000374,593-上星穴浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000375,594-悬钟穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000376,595-浅析迎香穴治疗胆道蛔虫症,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000377,596-浅谈神阙穴拔罐养生,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000378,597-皇甫谧哲学思想刍议,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
